dataset,heuristic,model,method,optimization,prefix_length,idx,desired_nr_of_cfs,generated_cfs,time_train,time_test,runtime,distance_l2,distance_mad,distance_j,distance_h,distance_l1j,distance_l2j,distance_mh,distance_l2_min,distance_mad_min,distance_j_min,distance_h_min,distance_l1j_min,distance_l2j_min,distance_mh_min,distance_l2_max,distance_mad_max,distance_j_max,distance_h_max,distance_l1j_max,distance_l2j_max,distance_mh_max,diversity_l2,diversity_mad,diversity_j,diversity_h,diversity_l2j,diversity_mh,diversity_l2_min,diversity_mad_min,diversity_j_min,diversity_h_min,diversity_l2j_min,diversity_mh_min,diversity_l2_max,diversity_mad_max,diversity_j_max,diversity_h_max,diversity_l2j_max,diversity_mh_max,count_diversity_cont,count_diversity_cate,count_diversity_all,avg_nbr_changes_per_cf,avg_nbr_changes,implausibility_sum,implausibility_max_nbr_cf,implausibility_nbr_cf,sat_score
bpic2012_O_ACCEPTED-COMPLETE,heuristic_1,xgboost,genetic_ltlf_baseline_operators,baseline,25,1,5,5,0.03038,7592.385183,7592.415563,0.0,0.0,0.08,0.184,0.0769230769230769,0.0769230769230769,0.1769230769230769,0.0,0.0,0.08,0.16,0.0769230769230769,0.0769230769230769,0.1538461538461538,0.0,0.0,0.08,0.28,0.0769230769230769,0.0769230769230769,0.2692307692307693,0.0,0.0,0.0,0.144,0.0,0.1384615384615384,0.0,0.0,0.0,0.04,0.0,0.0384615384615384,0.0,0.0,0.0,0.28,0.0,0.2692307692307693,0.0,0.0276923076923076,0.0276923076923076,2.3,0.0884615384615384,0.92,0.184,0.184,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_1,xgboost,genetic_ltlf_baseline_operators,baseline,25,1,10,10,0.03038,8096.535047,8096.565427,0.0,0.0,0.0799999999999999,0.204,0.0769230769230769,0.0769230769230769,0.1961538461538461,0.0,0.0,0.08,0.16,0.0769230769230769,0.0769230769230769,0.1538461538461538,0.0,0.0,0.08,0.24,0.0769230769230769,0.0769230769230769,0.2307692307692307,0.0,0.0,0.0,0.1822222222222222,0.0,0.1752136752136752,0.0,0.0,0.0,0.04,0.0,0.0384615384615384,0.0,0.0,0.0,0.32,0.0,0.3076923076923077,0.0,0.0394230769230769,0.0394230769230769,2.55,0.098076923076923,2.04,0.204,0.204,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_1,xgboost,genetic_ltlf_baseline_operators,baseline,25,1,15,15,0.03038,70254.285048,70254.315428,0.0,0.0,0.08,0.2693333333333333,0.0769230769230769,0.0769230769230769,0.258974358974359,0.0,0.0,0.08,0.16,0.0769230769230769,0.0769230769230769,0.1538461538461538,0.0,0.0,0.08,0.88,0.0769230769230769,0.0769230769230769,0.8461538461538461,0.0,0.0,0.0,0.3215238095238095,0.0,0.3091575091575091,0.0,0.0,0.0,0.04,0.0,0.0384615384615384,0.0,0.0,0.0,0.88,0.0,0.8461538461538461,0.0,0.0721367521367521,0.0721367521367521,3.3666666666666667,0.1294871794871795,4.040000000000001,0.2693333333333333,0.2693333333333333,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_1,xgboost,genetic_ltlf_baseline_operators,baseline,25,1,20,20,0.03038,9068.385158,9068.415538,0.0,0.0,0.08,0.262,0.0769230769230769,0.0769230769230769,0.2519230769230769,0.0,0.0,0.08,0.16,0.0769230769230769,0.0769230769230769,0.1538461538461538,0.0,0.0,0.08,0.4,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.0,0.0,0.0,0.3014736842105262,0.0,0.2898785425101214,0.0,0.0,0.0,0.04,0.0,0.0384615384615384,0.0,0.0,0.0,0.56,0.0,0.5384615384615385,0.0,0.0688461538461538,0.0688461538461538,3.275,0.1259615384615384,5.240000000000001,0.262,0.262,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_1,xgboost,genetic_ltlf_baseline_operators,baseline,30,1,5,5,0.041908,7496.687286,7496.729194,0.0,0.0,0.2280459770114943,0.3066666666666667,0.2206896551724138,0.2206896551724138,0.2967741935483871,0.0,0.0,0.2068965517241379,0.3,0.200222469410456,0.200222469410456,0.2903225806451613,0.0,0.0,0.2333333333333333,0.3333333333333333,0.2258064516129032,0.2258064516129032,0.3225806451612903,0.0,0.0,0.0133333333333333,0.2766666666666666,0.0129032258064516,0.267741935483871,0.0,0.0,0.0,0.1666666666666666,0.0,0.1612903225806451,0.0,0.0,0.0333333333333333,0.3666666666666666,0.032258064516129,0.3548387096774193,0.0,0.0535483870967741,0.0535483870967741,4.6,0.1483870967741935,1.5333333333333334,0.3066666666666667,0.3066666666666667,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_1,xgboost,genetic_ltlf_baseline_operators,baseline,30,1,10,10,0.041908,7974.623802,7974.66571,0.0,0.0,0.2227586206896551,0.3333333333333333,0.2155728587319244,0.2155728587319244,0.3225806451612903,0.0,0.0,0.2068965517241379,0.3,0.200222469410456,0.200222469410456,0.2903225806451613,0.0,0.0,0.2333333333333333,0.4,0.2258064516129032,0.2258064516129032,0.3870967741935484,0.0,0.0,0.0251851851851851,0.3340740740740741,0.0243727598566308,0.3232974910394265,0.0,0.0,0.0,0.1666666666666666,0.0,0.1612903225806451,0.0,0.0,0.0666666666666666,0.5,0.064516129032258,0.4838709677419355,0.0,0.0727419354838709,0.0727419354838709,5.0,0.1612903225806451,3.333333333333333,0.3333333333333333,0.3333333333333333,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_1,xgboost,genetic_ltlf_baseline_operators,baseline,30,1,15,15,0.041908,8447.446264,8447.488172,0.0,0.0,0.2333333333333333,0.351111111111111,0.2258064516129032,0.2258064516129032,0.339784946236559,0.0,0.0,0.2333333333333333,0.3,0.2258064516129032,0.2258064516129032,0.2903225806451613,0.0,0.0,0.2333333333333333,0.4,0.2258064516129032,0.2258064516129032,0.3870967741935484,0.0,0.0,0.0,0.3295238095238095,0.0,0.3188940092165899,0.0,0.0,0.0,0.0666666666666666,0.0,0.064516129032258,0.0,0.0,0.0,0.5,0.0,0.4838709677419355,0.0,0.0744086021505376,0.0744086021505376,5.266666666666667,0.1698924731182795,5.266666666666666,0.351111111111111,0.351111111111111,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_1,xgboost,genetic_ltlf_baseline_operators,baseline,30,1,20,20,0.041908,9047.970687,9048.012595,0.0,0.0,0.2320114942528735,0.37,0.2245272525027808,0.2245272525027808,0.3580645161290323,0.0,0.0,0.2068965517241379,0.3,0.200222469410456,0.200222469410456,0.2903225806451613,0.0,0.0,0.2333333333333333,0.5,0.2258064516129032,0.2258064516129032,0.4838709677419355,0.0,0.0,0.0033333333333333,0.3547368421052632,0.0032258064516129,0.3432937181663837,0.0,0.0,0.0,0.0333333333333333,0.0,0.032258064516129,0.0,0.0,0.0333333333333333,0.6333333333333333,0.032258064516129,0.6129032258064516,0.0,0.0815322580645161,0.0815322580645161,5.55,0.1790322580645161,7.400000000000002,0.3700000000000001,0.3700000000000001,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_1,xgboost,genetic_ltlf_baseline_operators,baseline,30,2,5,5,0.041908,7389.820194,7389.862102,0.0,0.0,0.3098461538461538,0.4266666666666666,0.2998511166253101,0.2998511166253101,0.4129032258064516,0.0,0.0,0.28,0.3333333333333333,0.2709677419354839,0.2709677419354839,0.3225806451612903,0.0,0.0,0.3461538461538461,0.4666666666666667,0.3349875930521092,0.3349875930521092,0.4516129032258065,0.0,0.0,0.0873626373626373,0.38,0.0845444877702942,0.3677419354838709,0.0,0.0,0.0,0.1666666666666666,0.0,0.1612903225806451,0.0,0.0,0.1785714285714285,0.5666666666666667,0.1728110599078341,0.5483870967741935,0.0,0.0735483870967741,0.0735483870967741,6.4,0.2064516129032258,3.833333333333334,0.7666666666666668,0.7666666666666668,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_1,xgboost,genetic_ltlf_baseline_operators,baseline,30,2,10,10,0.041908,7769.350154,7769.392062,0.0,0.0,0.3126373626373626,0.3966666666666666,0.3025522864232541,0.3025522864232541,0.3838709677419355,0.0,0.0,0.3076923076923077,0.3333333333333333,0.2977667493796526,0.2977667493796526,0.3225806451612903,0.0,0.0,0.3571428571428571,0.5,0.3456221198156682,0.3456221198156682,0.4838709677419355,0.0,0.0,0.0142857142857142,0.2562962962962963,0.0138248847926267,0.2480286738351255,0.0,0.0,0.0,0.0666666666666666,0.0,0.064516129032258,0.0,0.0,0.0714285714285714,0.4333333333333333,0.0691244239631336,0.4193548387096774,0.0,0.0558064516129032,0.0558064516129032,5.95,0.1919354838709677,8.0,0.8,0.8,1.0
