prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,prefix_14,prefix_15,prefix_16,prefix_17,prefix_18,prefix_19,prefix_20,desired_cfs,idx,test_id,dataset,black_box
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aconcept,ocreateoffer,osentonlineonly,osentmailandonline,wcallafteroffers,acomplete,whandleleads,whandleleads,ocreateoffer,wassesspotentialfraud,osentmailandonline,ocancelled,wcompleteapplication,acomplete,5.0,20,0,sampled_logs,xgboost
acreateapplication,wcompleteapplication,whandleleads,aconcept,wcompleteapplication,aaccepted,wcompleteapplication,osentonlineonly,wassesspotentialfraud,acancelled,adenied,wcallafteroffers,wcallafteroffers,aaccepted,adenied,wcallafteroffers,aaccepted,acomplete,wcompleteapplication,ocreated,5.0,20,1,sampled_logs,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,ocreateoffer,wassesspotentialfraud,ocreateoffer,ocreated,acancelled,ocreated,ocreateoffer,adenied,aconcept,ocreateoffer,wshortenedcompletion,wcallafteroffers,avalidating,wassesspotentialfraud,adenied,5.0,20,2,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wassesspotentialfraud,aconcept,wcompleteapplication,aconcept,osentonlineonly,ocreated,wassesspotentialfraud,wcompleteapplication,wcompleteapplication,0,adenied,ocancelled,wcallafteroffers,ocancelled,wassesspotentialfraud,ocancelled,5.0,20,3,sampled_logs,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,wassesspotentialfraud,ocreateoffer,ocreateoffer,aaccepted,osentonlineonly,acancelled,acomplete,acancelled,ocancelled,aconcept,avalidating,wvalidateapplication,acomplete,wcallincompletefiles,wcompleteapplication,5.0,20,4,sampled_logs,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,ocreateoffer,wcompleteapplication,wassesspotentialfraud,osentonlineonly,acancelled,wcompleteapplication,acancelled,wcallafteroffers,0,0,whandleleads,adenied,avalidating,wcallafteroffers,wcallafteroffers,10.0,20,5,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,ocreateoffer,ocreateoffer,aconcept,osentonlineonly,acancelled,wcompleteapplication,wcompleteapplication,wcallafteroffers,0,0,osentonlineonly,adenied,ocancelled,wcallafteroffers,wcallafteroffers,10.0,20,6,sampled_logs,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,aconcept,ocreateoffer,aaccepted,ocreated,ocreateoffer,acancelled,osentonlineonly,adenied,0,ocancelled,wshortenedcompletion,wassesspotentialfraud,osentonlineonly,wcallafteroffers,wcallafteroffers,10.0,20,7,sampled_logs,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,aconcept,aconcept,ocreateoffer,osentonlineonly,acancelled,wcompleteapplication,wcallafteroffers,aaccepted,wvalidateapplication,adenied,ocancelled,adenied,ocancelled,oreturned,wcallafteroffers,10.0,20,8,sampled_logs,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,aaccepted,ocreated,ocreateoffer,ocancelled,acancelled,ocancelled,ocreateoffer,wassesspotentialfraud,aconcept,wcompleteapplication,wcallafteroffers,0,ocancelled,wcallafteroffers,oreturned,10.0,20,9,sampled_logs,xgboost
