prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,prefix_14,prefix_15,prefix_16,prefix_17,prefix_18,prefix_19,prefix_20,desired_cfs,idx,test_id,dataset,black_box
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,ocreated,ocreateoffer,wcompleteapplication,wcompleteapplication,wcompleteapplication,wcompleteapplication,wcallafteroffers,wcompleteapplication,wcallafteroffers,ocreated,osentmailandonline,wcompleteapplication,5.0,20,0,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,aaccepted,ocreateoffer,wcompleteapplication,wcompleteapplication,0,aconcept,wcallafteroffers,wcompleteapplication,0,acomplete,adenied,wcallafteroffers,osentmailandonline,acomplete,5.0,20,1,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aaccepted,aaccepted,ocreateoffer,wcompleteapplication,wcompleteapplication,0,aconcept,wcallafteroffers,wcompleteapplication,0,acomplete,adenied,ocreateoffer,osentmailandonline,acomplete,5.0,20,2,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,whandleleads,wassesspotentialfraud,ocreateoffer,ocreateoffer,ocreateoffer,wassesspotentialfraud,wcompleteapplication,ocancelled,ocreated,ocancelled,acancelled,whandleleads,acomplete,0,ocancelled,wcallafteroffers,acomplete,5.0,20,3,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wassesspotentialfraud,wcompleteapplication,aaccepted,ocreateoffer,adenied,aconcept,wcallafteroffers,ocancelled,acancelled,ocreated,0,0,wvalidateapplication,wcallafteroffers,wshortenedcompletion,wcallincompletefiles,5.0,20,4,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,wassesspotentialfraud,wcompleteapplication,wcompleteapplication,adenied,ocancelled,acancelled,osentmailandonline,wcompleteapplication,wcallafteroffers,ocreated,acomplete,wcallafteroffers,aconcept,osentmailandonline,aconcept,10.0,20,5,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,wcompleteapplication,wcompleteapplication,wcompleteapplication,ocreateoffer,ocreated,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wvalidateapplication,10.0,20,6,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,wassesspotentialfraud,wassesspotentialfraud,osentmailandonline,wcompleteapplication,osentmailandonline,wcallafteroffers,acomplete,wshortenedcompletion,orefused,wcallafteroffers,avalidating,0,adenied,wcompleteapplication,acomplete,10.0,20,7,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,ocreated,wcompleteapplication,wcompleteapplication,wcompleteapplication,wcompleteapplication,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,10.0,20,8,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,aaccepted,ocreated,adenied,ocreated,aconcept,osentmailandonline,orefused,0,wcallafteroffers,oreturned,0,avalidating,wvalidateapplication,10.0,20,9,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,wassesspotentialfraud,osentmailandonline,aaccepted,ocreateoffer,ocancelled,acomplete,wcallafteroffers,acomplete,acancelled,adenied,whandleleads,wvalidateapplication,osentmailandonline,wcompleteapplication,15.0,20,10,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,ocreated,ocreateoffer,wcompleteapplication,wcompleteapplication,wcompleteapplication,ocancelled,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcompleteapplication,15.0,20,11,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aconcept,whandleleads,osentmailandonline,aaccepted,ocreateoffer,ocancelled,acomplete,ocancelled,acomplete,acancelled,wassesspotentialfraud,ocancelled,wvalidateapplication,ocreated,wcompleteapplication,15.0,20,12,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,aaccepted,aconcept,aaccepted,ocreateoffer,aconcept,ocreateoffer,osentmailandonline,ocreated,aconcept,wcallafteroffers,ocancelled,wassesspotentialfraud,aaccepted,ocreated,avalidating,acomplete,15.0,20,13,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,aaccepted,aaccepted,wassesspotentialfraud,osentmailandonline,aaccepted,ocreateoffer,ocreateoffer,acomplete,aconcept,acomplete,acancelled,adenied,whandleleads,wvalidateapplication,osentmailandonline,apending,15.0,20,14,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,ocreated,osentmailandonline,aaccepted,osentmailandonline,wcallafteroffers,0,osentmailandonline,wcallafteroffers,wcallafteroffers,wcallafteroffers,wvalidateapplication,wcallafteroffers,avalidating,wcompleteapplication,20.0,20,15,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,ocreateoffer,ocreated,osentmailandonline,aaccepted,osentonlineonly,osentmailandonline,acomplete,aaccepted,wcallafteroffers,wcallafteroffers,wcompleteapplication,wvalidateapplication,oreturned,avalidating,wcompleteapplication,20.0,20,16,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,ocreated,osentmailandonline,aaccepted,aaccepted,wcallafteroffers,ocancelled,osentmailandonline,wcallafteroffers,wcallafteroffers,aconcept,wvalidateapplication,wcallafteroffers,avalidating,wcompleteapplication,20.0,20,17,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,ocreated,osentmailandonline,aaccepted,osentmailandonline,0,0,osentmailandonline,wcallafteroffers,wcallafteroffers,wcallafteroffers,wvalidateapplication,wcallafteroffers,avalidating,aincomplete,20.0,20,18,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,ocreated,osentmailandonline,aaccepted,osentmailandonline,adenied,acomplete,whandleleads,wcallafteroffers,wcallafteroffers,wcallafteroffers,wvalidateapplication,oreturned,avalidating,wcompleteapplication,20.0,20,19,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,ocreated,ocreateoffer,0,aaccepted,wcallafteroffers,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wcallincompletefiles,5.0,21,0,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,ocreated,ocreateoffer,wcompleteapplication,wcompleteapplication,wcompleteapplication,wcompleteapplication,wcallafteroffers,wcompleteapplication,wcallafteroffers,ocreated,osentmailandonline,wcompleteapplication,5.0,21,1,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aaccepted,aaccepted,ocreateoffer,wcompleteapplication,wcompleteapplication,0,aconcept,wcallafteroffers,wcompleteapplication,0,acomplete,adenied,ocreateoffer,osentmailandonline,acomplete,5.0,21,2,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,whandleleads,wassesspotentialfraud,ocreateoffer,ocreateoffer,ocreateoffer,wassesspotentialfraud,wcompleteapplication,ocancelled,ocreated,ocancelled,acancelled,whandleleads,acomplete,0,ocancelled,wcallafteroffers,acomplete,5.0,21,3,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wcompleteapplication,wassesspotentialfraud,aaccepted,osentmailandonline,ocreateoffer,adenied,wcompleteapplication,0,aconcept,aaccepted,orefused,aconcept,acancelled,wcallafteroffers,oaccepted,avalidating,5.0,21,4,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,wassesspotentialfraud,wcompleteapplication,wcompleteapplication,adenied,ocancelled,acancelled,osentmailandonline,wcompleteapplication,wcallafteroffers,ocreated,acomplete,wcallafteroffers,aconcept,osentmailandonline,aconcept,10.0,21,5,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,wcompleteapplication,wcompleteapplication,wcompleteapplication,ocreateoffer,ocreated,osentmailandonline,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcallafteroffers,wvalidateapplication,10.0,21,6,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,aconcept,aaccepted,ocreateoffer,adenied,ocancelled,ocancelled,acomplete,osentonlineonly,wassesspotentialfraud,wcallafteroffers,adenied,wcallafteroffers,oreturned,wshortenedcompletion,aconcept,10.0,21,7,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,wassesspotentialfraud,wassesspotentialfraud,osentmailandonline,wcompleteapplication,osentmailandonline,wcallafteroffers,acomplete,wshortenedcompletion,orefused,wcallafteroffers,avalidating,0,adenied,wcompleteapplication,acomplete,10.0,21,8,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,aconcept,aaccepted,osentmailandonline,aaccepted,osentmailandonline,orefused,acomplete,acomplete,ocancelled,wcompleteapplication,0,avalidating,wassesspotentialfraud,wcompleteapplication,wcompleteapplication,10.0,21,9,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aconcept,aaccepted,ocreateoffer,ocreated,ocreateoffer,wcompleteapplication,wcompleteapplication,wcompleteapplication,ocancelled,wcompleteapplication,wcallafteroffers,wcallafteroffers,acomplete,wcallafteroffers,wcompleteapplication,15.0,21,10,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,aaccepted,wcompleteapplication,aaccepted,osentmailandonline,aaccepted,aconcept,ocancelled,adenied,wcompleteapplication,wcallafteroffers,0,adenied,oreturned,aconcept,ocreated,acomplete,15.0,21,11,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wassesspotentialfraud,aconcept,ocreateoffer,aconcept,acancelled,ocreateoffer,wshortenedcompletion,0,wcallafteroffers,wcallafteroffers,aconcept,0,wcallafteroffers,wassesspotentialfraud,ocreated,wcompleteapplication,15.0,21,12,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wassesspotentialfraud,ocreateoffer,ocreated,aaccepted,ocancelled,adenied,wcallafteroffers,acomplete,ocreateoffer,ocancelled,adenied,adenied,whandleleads,wcallafteroffers,ocreated,wvalidateapplication,15.0,21,13,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,aaccepted,aaccepted,ocreateoffer,ocreateoffer,ocreateoffer,0,acomplete,wcompleteapplication,acancelled,wcallafteroffers,acancelled,ocreateoffer,ocancelled,oreturned,apending,15.0,21,14,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aconcept,aaccepted,osentmailandonline,orefused,osentmailandonline,wcallafteroffers,wcompleteapplication,wcompleteapplication,wcallafteroffers,aaccepted,acomplete,ocancelled,oreturned,wcallafteroffers,aaccepted,20.0,21,15,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aconcept,aaccepted,ocreateoffer,aaccepted,orefused,wcallafteroffers,ocreated,adenied,wcallafteroffers,acancelled,ocancelled,ocancelled,oreturned,wcallafteroffers,wvalidateapplication,20.0,21,16,BPIC17_O_ACCEPTED,xgboost
