dataset,heuristic,model,method,optimization,prefix_length,idx,desired_nr_of_cfs,generated_cfs,time_train,time_test,runtime,distance_l2,distance_mad,distance_j,distance_h,distance_l1j,distance_l2j,distance_mh,distance_l2_min,distance_mad_min,distance_j_min,distance_h_min,distance_l1j_min,distance_l2j_min,distance_mh_min,distance_l2_max,distance_mad_max,distance_j_max,distance_h_max,distance_l1j_max,distance_l2j_max,distance_mh_max,diversity_l2,diversity_mad,diversity_j,diversity_h,diversity_l2j,diversity_mh,diversity_l2_min,diversity_mad_min,diversity_j_min,diversity_h_min,diversity_l2j_min,diversity_mh_min,diversity_l2_max,diversity_mad_max,diversity_j_max,diversity_h_max,diversity_l2j_max,diversity_mh_max,count_diversity_cont,count_diversity_cate,count_diversity_all,avg_nbr_changes_per_cf,avg_nbr_changes,implausibility_sum,implausibility_max_nbr_cf,implausibility_nbr_cf,sat_score
bpic2012_O_ACCEPTED-COMPLETE,heuristic_1,xgboost,genetic_ltlf_baseline_operators,baseline,20,1,5,5,0.069658,241.335167,241.40482500000002,0.0,0.0,0.14,0.14,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.0,0.1,0.1,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.0,0.0,0.15,0.15,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.12,0.12,0.11428571428571427,0.11428571428571427,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.0,0.0,0.15,0.15,0.14285714285714285,0.14285714285714285,0.0,0.022857142857142857,0.022857142857142857,1.4,0.06666666666666667,0.7000000000000001,0.14,0.14,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_1,xgboost,genetic_ltlf_baseline_operators,baseline,20,1,10,10,0.069658,378.150066,378.219724,0.0,0.0,0.19,0.19,0.18095238095238095,0.18095238095238095,0.18095238095238095,0.0,0.0,0.1,0.1,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.0,0.0,0.35,0.35,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.20444444444444443,0.20444444444444443,0.1947089947089947,0.1947089947089947,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.0,0.0,0.35,0.35,0.3333333333333333,0.3333333333333333,0.0,0.04380952380952381,0.04380952380952381,1.9,0.09047619047619047,1.9,0.19,0.19,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_1,xgboost,genetic_ltlf_baseline_operators,baseline,20,1,15,15,0.069658,517.422454,517.492112,0.0,0.0,0.2,0.2,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.0,0.0,0.1,0.1,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.0,0.0,0.35,0.35,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.23714285714285716,0.23714285714285716,0.22585034013605443,0.22585034013605443,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.0,0.0,0.45,0.45,0.42857142857142855,0.42857142857142855,0.0,0.052698412698412696,0.052698412698412696,2.0,0.09523809523809523,3.0,0.2,0.2,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_1,xgboost,genetic_ltlf_baseline_operators,baseline,20,1,20,20,0.069658,5542.737165,5542.806823,0.0,0.0,0.225,0.225,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.0,0.0,0.1,0.1,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.0,0.0,0.65,0.65,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.0,0.0,0.29000000000000004,0.29000000000000004,0.2761904761904762,0.2761904761904762,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.0,0.0,0.8,0.8,0.7619047619047619,0.7619047619047619,0.0,0.0655952380952381,0.0655952380952381,2.25,0.10714285714285714,4.5,0.225,0.225,0.95
bpic2012_O_ACCEPTED-COMPLETE,heuristic_1,xgboost,genetic_ltlf_baseline_operators,baseline,20,2,5,5,0.069658,215.077637,215.147295,0.0,0.0,0.22000000000000003,0.22000000000000003,0.20952380952380953,0.20952380952380953,0.20952380952380953,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,0.0,0.3,0.3,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0,0.275,0.275,0.2619047619047619,0.2619047619047619,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.0,0.0,0.4,0.4,0.38095238095238093,0.38095238095238093,0.0,0.05238095238095238,0.05238095238095238,2.2,0.10476190476190476,1.4500000000000002,0.29000000000000004,0.29000000000000004,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_1,xgboost,genetic_ltlf_baseline_operators,baseline,20,2,10,10,0.069658,347.182269,347.251927,0.0,0.0,0.14499999999999996,0.14499999999999996,0.13809523809523805,0.13809523809523805,0.13809523809523805,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,0.0,0.2,0.2,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.0,0.0,0.1877777777777778,0.1877777777777778,0.17883597883597885,0.17883597883597885,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.0,0.0,0.3,0.3,0.2857142857142857,0.2857142857142857,0.0,0.04023809523809524,0.04023809523809524,1.45,0.06904761904761905,3.6500000000000004,0.36500000000000005,0.36500000000000005,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_1,xgboost,genetic_ltlf_baseline_operators,baseline,20,2,15,15,0.069658,429.898971,429.968629,0.0,0.0,0.24666666666666667,0.24666666666666667,0.23492063492063492,0.23492063492063492,0.23492063492063492,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,0.0,0.35,0.35,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.2685714285714285,0.2685714285714285,0.25578231292517,0.25578231292517,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.0,0.0,0.45,0.45,0.42857142857142855,0.42857142857142855,0.0,0.059682539682539684,0.059682539682539684,2.466666666666667,0.11746031746031746,3.9499999999999993,0.2633333333333333,0.2633333333333333,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_1,xgboost,genetic_ltlf_baseline_operators,baseline,20,2,20,20,0.069658,7064.971246,7065.040904,0.0,0.0,0.2925,0.2925,0.2785714285714285,0.2785714285714285,0.2785714285714285,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,0.0,0.8,0.8,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.0,0.0,0.328421052631579,0.328421052631579,0.3127819548872181,0.3127819548872181,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.0,0.0,0.8,0.8,0.7619047619047619,0.7619047619047619,0.0,0.07428571428571429,0.07428571428571429,2.925,0.1392857142857143,5.55,0.27749999999999997,0.27749999999999997,0.95
bpic2012_O_ACCEPTED-COMPLETE,heuristic_1,xgboost,genetic_ltlf,baseline,20,1,5,5,0.045359,172.59692,172.642279,0.0,0.0,0.14,0.14,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.0,0.1,0.1,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.0,0.0,0.15,0.15,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.12999999999999998,0.12999999999999998,0.12380952380952379,0.12380952380952379,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.0,0.0,0.15,0.15,0.14285714285714285,0.14285714285714285,0.0,0.024761904761904763,0.024761904761904763,1.4,0.06666666666666667,0.7000000000000001,0.14,0.14,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_1,xgboost,genetic_ltlf,baseline,20,1,10,10,0.045359,269.34177,269.387129,0.0,0.0,0.13999999999999999,0.13999999999999999,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.0,0.0,0.1,0.1,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.0,0.0,0.15,0.15,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.12888888888888891,0.12888888888888891,0.12275132275132276,0.12275132275132276,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.0,0.0,0.15,0.15,0.14285714285714285,0.14285714285714285,0.0,0.02761904761904762,0.02761904761904762,1.4,0.06666666666666667,1.4,0.13999999999999999,0.13999999999999999,1.0
